Order_ID,Order_Date,Ship_Date,Customer_ID,Segment,Region,State,City,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Year,Month,Month_Name,Profit_Margin_%
ORD-00376,2023-02-24,2023-02-27,CUST-0345,Consumer,East,West Bengal,Kolkata,Furniture,Bed Frames,Orbit Bed Frames Pro,8879.56,1,0.05,1187.13,2023,2,Feb 2023,13.37
ORD-01462,2024-09-18,2024-09-19,CUST-0259,Consumer,South,Karnataka,Bengaluru,Office Supplies,Stationery,Vertex Stationery Classic,16426.44,3,0.0,4065.79,2024,9,Sep 2024,24.75
ORD-00048,2024-11-05,2024-11-10,CUST-0126,Consumer,West,Maharashtra,Pune,Groceries,Beverages,Nova Beverages Lite,1145.19,2,0.1,133.86,2024,11,Nov 2024,11.69
ORD-00930,2024-05-03,2024-05-05,CUST-0128,Consumer,South,Karnataka,Bengaluru,Electronics,Headphones,Orbit Headphones Plus,86389.66,3,0.05,2646.41,2024,5,May 2024,3.06
ORD-01114,2024-09-15,2024-09-20,CUST-0160,Consumer,West,Gujarat,Ahmedabad,Groceries,Snacks,Aura Snacks Smart,1225.83,2,0.2,49.17,2024,9,Sep 2024,4.01
ORD-01385,2023-12-08,2023-12-14,CUST-0172,Corporate,South,Telangana,Hyderabad,Clothing,Winter Wear,Pulse Winter Wear Ultra,435.17,1,0.15,56.13,2023,12,Dec 2023,12.9
ORD-01758,2024-03-18,2024-03-21,CUST-0288,Corporate,South,Tamil Nadu,Chennai,Office Supplies,Storage & Organizers,Orbit Storage & Organizers Smart,20957.33,8,0.15,1930.13,2024,3,Mar 2024,9.21
ORD-00304,2023-08-24,2023-08-27,CUST-0246,Corporate,North,Delhi,New Delhi,Electronics,Headphones,Aura Headphones Classic,26447.02,1,0.15,-1786.19,2023,8,Aug 2023,-6.75
ORD-01174,2023-06-03,2023-06-08,CUST-0263,Corporate,North,Punjab,Ludhiana,Electronics,Headphones,Nimbus Headphones Basic,48381.87,1,0.1,-229.9,2023,6,Jun 2023,-0.48
ORD-00982,2024-02-27,2024-03-03,CUST-0152,Corporate,South,Tamil Nadu,Chennai,Furniture,Office Chairs,Nova Office Chairs Premium,50984.56,2,0.3,-9489.29,2024,2,Feb 2024,-18.61
ORD-00487,2024-05-28,2024-05-31,CUST-0229,Corporate,West,Rajasthan,Jaipur,Office Supplies,Paper Products,Apex Paper Products Basic,10531.73,3,0.1,1890.46,2024,5,May 2024,17.95
ORD-00281,2023-12-21,2023-12-26,CUST-0081,Consumer,West,Rajasthan,Jaipur,Electronics,Headphones,Nimbus Headphones Eco,67175.53,2,0.05,3390.25,2023,12,Dec 2023,5.05
ORD-01307,2024-11-25,2024-11-26,CUST-0336,Corporate,North,Punjab,Ludhiana,Office Supplies,Printers,Zenith Printers Max,2060.05,1,0.0,415.86,2024,11,Nov 2024,20.19
ORD-00282,2024-03-17,2024-03-19,CUST-0173,Consumer,South,Tamil Nadu,Chennai,Clothing,Men's Wear,Crest Men's Wear Premium,4227.18,3,0.1,1171.22,2024,3,Mar 2024,27.71
ORD-01578,2023-07-23,2023-07-25,CUST-0195,Consumer,South,Karnataka,Bengaluru,Clothing,Winter Wear,Crest Winter Wear Max,15416.93,4,0.15,3677.54,2023,7,Jul 2023,23.85
ORD-00093,2024-01-24,2024-01-27,CUST-0098,Corporate,South,Tamil Nadu,Chennai,Clothing,Men's Wear,Apex Men's Wear Plus,18632.5,5,0.0,7839.09,2024,1,Jan 2024,42.07
ORD-01824,2024-11-25,2024-11-26,CUST-0013,Corporate,South,Kerala,Kochi,Clothing,Women's Wear,Nova Women's Wear Ultra,5724.95,4,0.1,1354.91,2024,11,Nov 2024,23.67
ORD-01390,2023-11-26,2023-12-02,CUST-0093,Corporate,South,Telangana,Hyderabad,Furniture,Office Chairs,Aura Office Chairs Basic,37398.72,2,0.0,7765.16,2023,11,Nov 2023,20.76
ORD-01660,2023-07-28,2023-08-02,CUST-0343,Consumer,South,Tamil Nadu,Chennai,Clothing,Winter Wear,Pulse Winter Wear Smart,7287.66,2,0.0,2863.78,2023,7,Jul 2023,39.3
ORD-01749,2024-01-18,2024-01-19,CUST-0195,Corporate,South,Tamil Nadu,Chennai,Groceries,Staples,Apex Staples Plus,9434.72,8,0.0,1483.99,2024,1,Jan 2024,15.73
ORD-00631,2024-06-04,2024-06-09,CUST-0338,Home Office,West,Maharashtra,Mumbai,Electronics,Mobile Phones,Nimbus Mobile Phones Eco,13381.4,1,0.1,200.16,2024,6,Jun 2024,1.5
ORD-01382,2024-07-27,2024-07-31,CUST-0008,Consumer,North,Haryana,Gurugram,Furniture,Sofas,Nova Sofas Max,42499.21,2,0.15,1065.08,2024,7,Jul 2024,2.51
ORD-00429,2024-12-04,2024-12-08,CUST-0127,Consumer,North,Punjab,Ludhiana,Groceries,Staples,Pulse Staples Classic,1050.67,4,0.1,113.59,2024,12,Dec 2024,10.81
ORD-00318,2023-12-04,2023-12-06,CUST-0182,Consumer,North,Punjab,Ludhiana,Electronics,Mobile Phones,Aura Mobile Phones Ultra,40856.72,3,0.1,-436.71,2023,12,Dec 2023,-1.07
ORD-00014,2023-11-20,2023-11-21,CUST-0148,Corporate,North,Delhi,New Delhi,Electronics,Tablets,Orbit Tablets Lite,56816.4,3,0.15,-481.78,2023,11,Nov 2023,-0.85
ORD-01798,2023-01-26,2023-01-31,CUST-0203,Consumer,West,Maharashtra,Pune,Groceries,Snacks,Crest Snacks Premium,2257.28,5,0.05,270.23,2023,1,Jan 2023,11.97
ORD-00610,2024-10-16,2024-10-22,CUST-0260,Corporate,North,Uttar Pradesh,Ghaziabad,Electronics,Smart Watches,Nimbus Smart Watches Plus,58478.75,2,0.4,-12572.65,2024,10,Oct 2024,-21.5
ORD-01651,2023-09-24,2023-09-29,CUST-0314,Consumer,West,Maharashtra,Pune,Furniture,Study Tables,Orbit Study Tables Smart,22143.09,1,0.15,458.69,2023,9,Sep 2023,2.07
ORD-00205,2023-09-05,2023-09-08,CUST-0092,Consumer,South,Tamil Nadu,Chennai,Electronics,Headphones,Atlas Headphones Pro,85945.14,3,0.0,8752.09,2023,9,Sep 2023,10.18
ORD-00041,2024-12-15,2024-12-21,CUST-0220,Corporate,South,Kerala,Kochi,Furniture,Study Tables,Vertex Study Tables Basic,30237.44,2,0.1,683.93,2024,12,Dec 2024,2.26
ORD-01134,2024-01-12,2024-01-17,CUST-0238,Corporate,South,Tamil Nadu,Chennai,Clothing,Winter Wear,Apex Winter Wear Basic,3925.15,1,0.0,1353.04,2024,1,Jan 2024,34.47
ORD-00878,2024-04-24,2024-04-27,CUST-0393,Consumer,East,West Bengal,Kolkata,Groceries,Staples,Crest Staples Lite,8289.66,10,0.05,1333.16,2024,4,Apr 2024,16.08
ORD-01794,2024-10-05,2024-10-09,CUST-0349,Consumer,West,Maharashtra,Pune,Groceries,Staples,Orbit Staples Lite,758.47,1,0.1,122.84,2024,10,Oct 2024,16.2
ORD-01542,2023-11-13,2023-11-17,CUST-0259,Consumer,West,Maharashtra,Pune,Electronics,Headphones,Zenith Headphones Smart,135340.45,3,0.05,7792.86,2023,11,Nov 2023,5.76
ORD-00011,2023-11-01,2023-11-04,CUST-0052,Consumer,North,Delhi,New Delhi,Clothing,Winter Wear,Nova Winter Wear Plus,4294.6,3,0.05,1531.39,2023,11,Nov 2023,35.66
ORD-00503,2024-01-13,2024-01-14,CUST-0189,Consumer,South,Karnataka,Bengaluru,Furniture,Bookcases,Pulse Bookcases Smart,27162.83,2,0.05,3758.59,2024,1,Jan 2024,13.84
ORD-00732,2024-01-21,2024-01-23,CUST-0240,Consumer,North,Haryana,Gurugram,Clothing,Kids Wear,Nova Kids Wear Pro,16395.6,5,0.15,3515.52,2024,1,Jan 2024,21.44
ORD-00605,2023-10-21,2023-10-22,CUST-0397,Consumer,East,West Bengal,Kolkata,Furniture,Bed Frames,Zenith Bed Frames Lite,18257.91,1,0.2,-250.46,2023,10,Oct 2023,-1.37
ORD-01767,2023-09-05,2023-09-08,CUST-0294,Corporate,South,Karnataka,Bengaluru,Groceries,Snacks,Orbit Snacks Max,4453.0,5,0.2,246.22,2023,9,Sep 2023,5.53
ORD-00340,2024-12-09,2024-12-10,CUST-0042,Corporate,East,Odisha,Bhubaneswar,Clothing,Footwear,Nimbus Footwear Basic,3207.89,1,0.1,888.08,2024,12,Dec 2024,27.68
ORD-01133,2023-01-24,2023-01-27,CUST-0295,Consumer,West,Maharashtra,Pune,Groceries,Beverages,Atlas Beverages Basic,6856.95,9,0.2,531.12,2023,1,Jan 2023,7.75
ORD-00695,2024-04-24,2024-04-28,CUST-0098,Consumer,West,Maharashtra,Pune,Groceries,Snacks,Aura Snacks Ultra,451.66,4,0.15,42.61,2024,4,Apr 2024,9.43
ORD-01040,2024-04-15,2024-04-19,CUST-0201,Consumer,North,Uttar Pradesh,Ghaziabad,Electronics,Tablets,Pulse Tablets Premium,79938.24,3,0.2,-8512.83,2024,4,Apr 2024,-10.65
ORD-01328,2024-10-15,2024-10-21,CUST-0148,Consumer,South,Telangana,Hyderabad,Electronics,Mobile Phones,Vertex Mobile Phones Classic,62273.82,3,0.3,-11567.34,2024,10,Oct 2024,-18.57
ORD-00382,2024-10-12,2024-10-17,CUST-0130,Consumer,West,Maharashtra,Pune,Furniture,Bed Frames,Aura Bed Frames Premium,14872.6,2,0.05,1178.2,2024,10,Oct 2024,7.92
ORD-00451,2024-12-10,2024-12-14,CUST-0162,Consumer,North,Punjab,Ludhiana,Groceries,Beverages,Zenith Beverages Basic,6460.96,10,0.15,383.62,2024,12,Dec 2024,5.94
ORD-01906,2024-05-07,2024-05-11,CUST-0049,Consumer,South,Telangana,Hyderabad,Electronics,Smart Watches,Vertex Smart Watches Classic,90267.96,3,0.05,3681.35,2024,5,May 2024,4.08
ORD-01111,2024-09-23,2024-09-29,CUST-0169,Home Office,North,Uttar Pradesh,Lucknow,Groceries,Beverages,Vertex Beverages Classic,4258.66,5,0.2,-17.9,2024,9,Sep 2024,-0.42
ORD-00917,2023-01-31,2023-02-02,CUST-0339,Consumer,North,Haryana,Gurugram,Furniture,Study Tables,Nova Study Tables Classic,32126.9,1,0.3,-2503.72,2023,1,Jan 2023,-7.79
ORD-00733,2023-10-28,2023-11-02,CUST-0103,Home Office,East,Odisha,Bhubaneswar,Electronics,Laptops,Crest Laptops Eco,46569.13,3,0.05,2460.52,2023,10,Oct 2023,5.28
ORD-00006,2023-01-15,2023-01-16,CUST-0231,Consumer,West,Rajasthan,Jaipur,Furniture,Bookcases,Orbit Bookcases Pro,25618.61,1,0.15,871.87,2023,1,Jan 2023,3.4
ORD-00266,2023-01-26,2023-01-30,CUST-0202,Consumer,North,Delhi,New Delhi,Clothing,Women's Wear,Nimbus Women's Wear Pro,20904.56,5,0.0,6112.7,2023,1,Jan 2023,29.24
ORD-00072,2023-10-08,2023-10-11,CUST-0359,Home Office,South,Tamil Nadu,Chennai,Clothing,Men's Wear,Zenith Men's Wear Ultra,14057.99,4,0.0,4691.11,2023,10,Oct 2023,33.37
ORD-00125,2024-02-11,2024-02-14,CUST-0228,Consumer,North,Uttar Pradesh,Ghaziabad,Clothing,Women's Wear,Zenith Women's Wear Premium,3790.2,2,0.3,199.7,2024,2,Feb 2024,5.27
ORD-01298,2024-06-16,2024-06-22,CUST-0083,Consumer,East,West Bengal,Kolkata,Groceries,Personal Care,Aura Personal Care Eco,1441.01,2,0.2,125.25,2024,6,Jun 2024,8.69
ORD-01812,2023-11-08,2023-11-09,CUST-0400,Corporate,West,Maharashtra,Pune,Furniture,Office Chairs,Apex Office Chairs Pro,60689.65,2,0.1,6032.44,2023,11,Nov 2023,9.94
ORD-01776,2024-10-10,2024-10-13,CUST-0343,Consumer,South,Telangana,Hyderabad,Electronics,Headphones,Vertex Headphones Premium,33618.98,1,0.0,4099.84,2024,10,Oct 2024,12.2
ORD-00957,2024-10-16,2024-10-22,CUST-0260,Consumer,West,Maharashtra,Mumbai,Clothing,Women's Wear,Pulse Women's Wear Lite,4068.06,5,0.05,1290.24,2024,10,Oct 2024,31.72
ORD-00290,2023-04-10,2023-04-13,CUST-0260,Corporate,North,Haryana,Gurugram,Electronics,Headphones,Nimbus Headphones Premium,10468.67,2,0.0,888.03,2023,4,Apr 2023,8.48
ORD-00409,2023-11-20,2023-11-24,CUST-0074,Consumer,North,Uttar Pradesh,Lucknow,Furniture,Office Chairs,Pulse Office Chairs Max,67779.1,2,0.15,1349.5,2023,11,Nov 2023,1.99
ORD-00056,2023-03-21,2023-03-27,CUST-0075,Corporate,North,Uttar Pradesh,Lucknow,Electronics,Headphones,Apex Headphones Classic,162171.77,3,0.2,-19262.73,2023,3,Mar 2023,-11.88
ORD-00444,2024-10-08,2024-10-13,CUST-0063,Consumer,West,Gujarat,Ahmedabad,Office Supplies,Printers,Atlas Printers Basic,7541.85,1,0.0,2209.02,2024,10,Oct 2024,29.29
ORD-00402,2024-10-25,2024-10-28,CUST-0078,Consumer,North,Delhi,New Delhi,Groceries,Personal Care,Pulse Personal Care Smart,1248.6,2,0.05,108.33,2024,10,Oct 2024,8.68
ORD-00741,2024-10-13,2024-10-19,CUST-0250,Consumer,South,Karnataka,Bengaluru,Groceries,Personal Care,Nova Personal Care Plus,1513.45,9,0.0,384.6,2024,10,Oct 2024,25.41
ORD-00111,2023-06-14,2023-06-19,CUST-0207,Consumer,East,Bihar,Patna,Electronics,Laptops,Orbit Laptops Ultra,19278.83,1,0.05,862.38,2023,6,Jun 2023,4.47
ORD-00800,2024-11-21,2024-11-23,CUST-0091,Consumer,West,Maharashtra,Pune,Clothing,Women's Wear,Vertex Women's Wear Plus,464.86,1,0.15,71.51,2024,11,Nov 2024,15.38
ORD-00977,2024-10-29,2024-11-02,CUST-0093,Corporate,West,Gujarat,Ahmedabad,Clothing,Men's Wear,Atlas Men's Wear Max,3427.38,4,0.15,580.39,2024,10,Oct 2024,16.93
ORD-01458,2024-02-28,2024-03-01,CUST-0108,Consumer,East,Odisha,Bhubaneswar,Electronics,Laptops,Crest Laptops Basic,102230.45,2,0.05,4454.81,2024,2,Feb 2024,4.36
ORD-00873,2024-11-17,2024-11-22,CUST-0316,Corporate,North,Punjab,Ludhiana,Office Supplies,Paper Products,Zenith Paper Products Lite,14723.7,6,0.05,3103.24,2024,11,Nov 2024,21.08
ORD-00956,2024-10-15,2024-10-19,CUST-0009,Corporate,South,Tamil Nadu,Chennai,Clothing,Winter Wear,Orbit Winter Wear Lite,2602.46,1,0.1,746.18,2024,10,Oct 2024,28.67
ORD-01772,2024-10-31,2024-11-02,CUST-0333,Home Office,West,Rajasthan,Jaipur,Groceries,Beverages,Zenith Beverages Lite,619.27,9,0.2,35.87,2024,10,Oct 2024,5.79
ORD-01549,2023-01-03,2023-01-09,CUST-0220,Corporate,West,Maharashtra,Pune,Clothing,Men's Wear,Vertex Men's Wear Ultra,7321.73,5,0.05,1741.78,2023,1,Jan 2023,23.79
ORD-01232,2024-12-03,2024-12-09,CUST-0327,Consumer,West,Maharashtra,Mumbai,Groceries,Snacks,Pulse Snacks Lite,1003.85,8,0.05,178.2,2024,12,Dec 2024,17.75
ORD-00327,2024-12-23,2024-12-27,CUST-0003,Consumer,South,Karnataka,Bengaluru,Office Supplies,Stationery,Crest Stationery Eco,38719.01,6,0.0,12570.01,2024,12,Dec 2024,32.46
ORD-01481,2024-04-23,2024-04-24,CUST-0162,Consumer,East,Bihar,Patna,Electronics,Laptops,Atlas Laptops Lite,147969.34,3,0.0,18340.71,2024,4,Apr 2024,12.39
ORD-00255,2024-12-07,2024-12-08,CUST-0219,Corporate,West,Maharashtra,Pune,Clothing,Women's Wear,Nova Women's Wear Max,21884.21,5,0.4,-1972.45,2024,12,Dec 2024,-9.01
ORD-00395,2023-03-02,2023-03-04,CUST-0070,Consumer,West,Gujarat,Ahmedabad,Clothing,Footwear,Vertex Footwear Max,1819.85,3,0.1,422.97,2023,3,Mar 2023,23.24
ORD-00675,2024-08-15,2024-08-19,CUST-0377,Consumer,West,Maharashtra,Pune,Clothing,Women's Wear,Aura Women's Wear Classic,3152.47,1,0.0,1032.49,2024,8,Aug 2024,32.75
ORD-00742,2024-03-25,2024-03-31,CUST-0040,Corporate,West,Maharashtra,Pune,Groceries,Personal Care,Vertex Personal Care Smart,1432.42,6,0.1,189.06,2024,3,Mar 2024,13.2
ORD-00833,2024-11-14,2024-11-17,CUST-0306,Consumer,West,Maharashtra,Mumbai,Clothing,Footwear,Zenith Footwear Basic,4360.04,2,0.2,881.09,2024,11,Nov 2024,20.21
ORD-00854,2024-10-13,2024-10-16,CUST-0082,Consumer,South,Tamil Nadu,Chennai,Electronics,Mobile Phones,Zenith Mobile Phones Plus,42327.78,3,0.1,-167.31,2024,10,Oct 2024,-0.4
ORD-01429,2024-10-25,2024-10-29,CUST-0367,Home Office,West,Gujarat,Ahmedabad,Office Supplies,Stationery,Orbit Stationery Smart,3391.43,6,0.05,752.25,2024,10,Oct 2024,22.18
ORD-00920,2024-10-06,2024-10-09,CUST-0152,Consumer,North,Uttar Pradesh,Ghaziabad,Office Supplies,Storage & Organizers,Atlas Storage & Organizers Pro,1458.3,5,0.05,332.04,2024,10,Oct 2024,22.77
ORD-00463,2023-06-03,2023-06-07,CUST-0164,Consumer,South,Kerala,Kochi,Furniture,Sofas,Nova Sofas Ultra,25142.39,1,0.0,3213.65,2023,6,Jun 2023,12.78
ORD-01426,2023-06-25,2023-07-01,CUST-0272,Corporate,East,Odisha,Bhubaneswar,Clothing,Women's Wear,Aura Women's Wear Max,3412.39,5,0.15,808.63,2023,6,Jun 2023,23.7
ORD-00856,2023-11-30,2023-12-06,CUST-0386,Consumer,North,Uttar Pradesh,Ghaziabad,Clothing,Men's Wear,Vertex Men's Wear Classic,6073.55,4,0.1,1273.11,2023,11,Nov 2023,20.96
ORD-00003,2023-12-11,2023-12-13,CUST-0035,Corporate,West,Rajasthan,Jaipur,Clothing,Women's Wear,Nimbus Women's Wear Basic,2840.89,4,0.0,1075.18,2023,12,Dec 2023,37.85
ORD-01570,2023-10-19,2023-10-24,CUST-0239,Consumer,East,West Bengal,Kolkata,Office Supplies,Paper Products,Zenith Paper Products Smart,27744.17,8,0.05,7164.07,2023,10,Oct 2023,25.82
ORD-00759,2023-11-23,2023-11-25,CUST-0353,Consumer,East,Odisha,Bhubaneswar,Clothing,Kids Wear,Apex Kids Wear Premium,1128.96,2,0.1,275.33,2023,11,Nov 2023,24.39
ORD-00775,2023-12-16,2023-12-20,CUST-0218,Consumer,East,Bihar,Patna,Groceries,Personal Care,Orbit Personal Care Basic,1325.37,4,0.2,-11.87,2023,12,Dec 2023,-0.9
ORD-01145,2024-10-18,2024-10-22,CUST-0118,Consumer,South,Karnataka,Bengaluru,Groceries,Personal Care,Vertex Personal Care Premium,3903.05,5,0.1,461.35,2024,10,Oct 2024,11.82
ORD-01928,2024-12-30,2024-12-31,CUST-0363,Consumer,South,Karnataka,Bengaluru,Electronics,Smart Watches,Pulse Smart Watches Lite,32418.25,1,0.0,3077.64,2024,12,Dec 2024,9.49
ORD-01490,2023-08-25,2023-08-30,CUST-0297,Consumer,East,Odisha,Bhubaneswar,Clothing,Winter Wear,Orbit Winter Wear Premium,4217.75,1,0.0,1430.48,2023,8,Aug 2023,33.92
ORD-00294,2024-12-30,2025-01-03,CUST-0268,Consumer,North,Uttar Pradesh,Lucknow,Clothing,Men's Wear,Apex Men's Wear Classic,2248.22,4,0.05,620.22,2024,12,Dec 2024,27.59
ORD-01647,2024-11-09,2024-11-13,CUST-0219,Corporate,North,Uttar Pradesh,Lucknow,Furniture,Bookcases,Aura Bookcases Max,9104.7,2,0.1,664.04,2024,11,Nov 2024,7.29
ORD-00990,2023-04-29,2023-05-05,CUST-0155,Consumer,East,Odisha,Bhubaneswar,Groceries,Beverages,Pulse Beverages Basic,2293.32,2,0.0,458.21,2023,4,Apr 2023,19.98
ORD-00310,2023-12-14,2023-12-16,CUST-0385,Consumer,West,Maharashtra,Mumbai,Furniture,Sofas,Orbit Sofas Basic,23078.4,2,0.0,4815.52,2023,12,Dec 2023,20.87
ORD-01805,2023-10-02,2023-10-08,CUST-0371,Consumer,North,Delhi,New Delhi,Electronics,Laptops,Nimbus Laptops Smart,58755.53,2,0.05,-429.71,2023,10,Oct 2023,-0.73
ORD-00691,2023-12-22,2023-12-24,CUST-0094,Consumer,East,Odisha,Bhubaneswar,Clothing,Women's Wear,Aura Women's Wear Plus,11823.46,3,0.0,3949.95,2023,12,Dec 2023,33.41
ORD-01996,2023-04-18,2023-04-20,CUST-0051,Home Office,South,Telangana,Hyderabad,Groceries,Snacks,Zenith Snacks Pro,7920.8,10,0.0,1858.54,2023,4,Apr 2023,23.46
ORD-01290,2024-05-25,2024-05-31,CUST-0354,Consumer,South,Tamil Nadu,Chennai,Groceries,Beverages,Nova Beverages Classic,4651.75,6,0.4,-822.24,2024,5,May 2024,-17.68
ORD-01833,2023-11-16,2023-11-17,CUST-0265,Corporate,East,Bihar,Patna,Furniture,Sofas,Nova Sofas Premium,11952.95,1,0.1,962.01,2023,11,Nov 2023,8.05
ORD-01783,2024-05-20,2024-05-22,CUST-0218,Consumer,South,Tamil Nadu,Chennai,Groceries,Snacks,Crest Snacks Lite,4618.37,7,0.2,45.28,2024,5,May 2024,0.98
ORD-01358,2023-12-03,2023-12-07,CUST-0186,Consumer,South,Telangana,Hyderabad,Groceries,Personal Care,Zenith Personal Care Ultra,3693.8,6,0.0,660.5,2023,12,Dec 2023,17.88
ORD-01669,2023-12-24,2023-12-29,CUST-0153,Home Office,South,Telangana,Hyderabad,Groceries,Personal Care,Zenith Personal Care Basic,2893.91,3,0.05,389.89,2023,12,Dec 2023,13.47
ORD-00354,2024-12-19,2024-12-21,CUST-0079,Consumer,West,Maharashtra,Mumbai,Furniture,Sofas,Orbit Sofas Pro,11911.92,2,0.05,1637.74,2024,12,Dec 2024,13.75
ORD-01163,2023-11-29,2023-11-30,CUST-0153,Consumer,North,Uttar Pradesh,Ghaziabad,Furniture,Office Chairs,Crest Office Chairs Premium,11886.96,1,0.0,2127.87,2023,11,Nov 2023,17.9
ORD-01940,2024-11-16,2024-11-21,CUST-0389,Consumer,West,Gujarat,Ahmedabad,Clothing,Women's Wear,Nova Women's Wear Plus,8989.0,3,0.3,700.02,2024,11,Nov 2024,7.79
ORD-00524,2023-01-20,2023-01-23,CUST-0366,Home Office,West,Maharashtra,Pune,Clothing,Winter Wear,Apex Winter Wear Max,10035.9,4,0.2,1842.36,2023,1,Jan 2023,18.36
ORD-00064,2023-01-31,2023-02-06,CUST-0015,Corporate,West,Maharashtra,Mumbai,Groceries,Snacks,Crest Snacks Ultra,2649.27,4,0.05,382.83,2023,1,Jan 2023,14.45
ORD-00699,2024-01-22,2024-01-26,CUST-0142,Corporate,West,Gujarat,Ahmedabad,Office Supplies,Paper Products,Atlas Paper Products Lite,56859.27,8,0.1,9226.52,2024,1,Jan 2024,16.23
ORD-00414,2024-04-18,2024-04-22,CUST-0068,Consumer,North,Uttar Pradesh,Lucknow,Electronics,Laptops,Atlas Laptops Smart,27430.89,1,0.05,863.69,2024,4,Apr 2024,3.15
ORD-01501,2024-10-25,2024-10-30,CUST-0145,Home Office,North,Haryana,Gurugram,Clothing,Footwear,Zenith Footwear Plus,1870.02,5,0.2,226.59,2024,10,Oct 2024,12.12
ORD-00959,2023-04-26,2023-05-01,CUST-0292,Consumer,West,Rajasthan,Jaipur,Furniture,Bookcases,Atlas Bookcases Basic,31572.51,1,0.15,-601.7,2023,4,Apr 2023,-1.91
ORD-00606,2024-09-15,2024-09-16,CUST-0056,Home Office,East,Odisha,Bhubaneswar,Electronics,Smart Watches,Nova Smart Watches Classic,25237.15,2,0.2,-2948.42,2024,9,Sep 2024,-11.68
ORD-00286,2024-11-22,2024-11-27,CUST-0304,Corporate,West,Rajasthan,Jaipur,Office Supplies,Paper Products,Orbit Paper Products Pro,23073.65,3,0.05,5393.72,2024,11,Nov 2024,23.38
ORD-01456,2024-10-03,2024-10-07,CUST-0242,Consumer,North,Punjab,Ludhiana,Electronics,Smart Watches,Crest Smart Watches Basic,19008.27,1,0.15,-1190.72,2024,10,Oct 2024,-6.26
ORD-00684,2023-03-30,2023-04-02,CUST-0256,Consumer,South,Tamil Nadu,Chennai,Clothing,Women's Wear,Crest Women's Wear Ultra,1594.59,5,0.1,355.09,2023,3,Mar 2023,22.27
ORD-00192,2023-01-07,2023-01-13,CUST-0233,Consumer,West,Rajasthan,Jaipur,Electronics,Laptops,Aura Laptops Classic,49923.62,2,0.05,1443.3,2023,1,Jan 2023,2.89
ORD-01351,2024-10-09,2024-10-12,CUST-0389,Home Office,West,Maharashtra,Mumbai,Groceries,Snacks,Aura Snacks Ultra,1076.78,4,0.2,37.71,2024,10,Oct 2024,3.5
ORD-00393,2024-05-14,2024-05-15,CUST-0307,Consumer,North,Uttar Pradesh,Ghaziabad,Electronics,Smart Watches,Pulse Smart Watches Smart,37331.44,2,0.05,1336.32,2024,5,May 2024,3.58
ORD-01926,2024-10-09,2024-10-12,CUST-0139,Corporate,South,Tamil Nadu,Chennai,Clothing,Women's Wear,Pulse Women's Wear Max,1592.55,3,0.1,439.69,2024,10,Oct 2024,27.61
ORD-00016,2023-09-18,2023-09-19,CUST-0152,Home Office,North,Punjab,Ludhiana,Clothing,Kids Wear,Aura Kids Wear Premium,4413.78,3,0.15,719.77,2023,9,Sep 2023,16.31
ORD-00075,2023-11-20,2023-11-25,CUST-0197,Home Office,North,Uttar Pradesh,Ghaziabad,Electronics,Mobile Phones,Aura Mobile Phones Classic,2919.47,1,0.2,-172.19,2023,11,Nov 2023,-5.9
ORD-00723,2023-10-31,2023-11-06,CUST-0227,Corporate,South,Karnataka,Bengaluru,Office Supplies,Storage & Organizers,Pulse Storage & Organizers Ultra,4711.85,8,0.1,1106.11,2023,10,Oct 2023,23.48
ORD-00497,2023-06-15,2023-06-18,CUST-0389,Corporate,North,Uttar Pradesh,Lucknow,Furniture,Bed Frames,Orbit Bed Frames Smart,21755.6,2,0.1,1870.12,2023,6,Jun 2023,8.6
ORD-00249,2024-05-29,2024-06-03,CUST-0339,Consumer,West,Gujarat,Ahmedabad,Office Supplies,Storage & Organizers,Aura Storage & Organizers Pro,5060.55,2,0.0,1522.55,2024,5,May 2024,30.09
ORD-01172,2024-01-20,2024-01-23,CUST-0073,Consumer,North,Uttar Pradesh,Ghaziabad,Clothing,Kids Wear,Nimbus Kids Wear Plus,2019.88,1,0.15,504.46,2024,1,Jan 2024,24.97
ORD-01187,2024-10-29,2024-11-04,CUST-0218,Consumer,East,Odisha,Bhubaneswar,Electronics,Tablets,Aura Tablets Premium,147073.89,3,0.3,-28447.14,2024,10,Oct 2024,-19.34
ORD-01945,2023-10-04,2023-10-08,CUST-0200,Home Office,South,Karnataka,Bengaluru,Groceries,Beverages,Crest Beverages Eco,4048.88,8,0.0,1015.49,2023,10,Oct 2023,25.08
ORD-01683,2023-10-24,2023-10-30,CUST-0095,Consumer,South,Tamil Nadu,Chennai,Office Supplies,Storage & Organizers,Atlas Storage & Organizers Classic,19190.01,7,0.1,4082.31,2023,10,Oct 2023,21.27
ORD-01504,2024-11-11,2024-11-17,CUST-0186,Consumer,North,Uttar Pradesh,Lucknow,Groceries,Staples,Pulse Staples Pro,1720.86,7,0.0,422.13,2024,11,Nov 2024,24.53
ORD-00671,2023-07-14,2023-07-16,CUST-0017,Home Office,North,Uttar Pradesh,Lucknow,Office Supplies,Stationery,Aura Stationery Premium,4074.35,2,0.15,622.66,2023,7,Jul 2023,15.28
